Date,Open,High,Low,Close,Adj Close,Volume
2015-12-31,4.329999923706055,4.329999923706055,4.329999923706055,4.329999923706055,4.329999923706055,0
2016-01-04,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,200
2016-01-05,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,0
2016-01-06,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,0
2016-01-07,4.380000114440918,4.380000114440918,4.380000114440918,4.380000114440918,4.380000114440918,200
2016-01-08,4.380000114440918,4.380000114440918,4.380000114440918,4.380000114440918,4.380000114440918,0
2016-01-11,4.380000114440918,4.380000114440918,4.380000114440918,4.380000114440918,4.380000114440918,0
2016-01-12,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,300
2016-01-13,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,0
2016-01-14,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,0
2016-01-15,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,0
2016-01-19,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,0
2016-01-20,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,0
2016-01-21,4.329999923706055,4.360000133514404,4.329999923706055,4.360000133514404,4.360000133514404,400
2016-01-22,4.360000133514404,4.360000133514404,4.360000133514404,4.360000133514404,4.360000133514404,0
2016-01-25,4.360000133514404,4.360000133514404,4.360000133514404,4.360000133514404,4.360000133514404,0
2016-01-26,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,300
2016-01-27,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,0
2016-01-28,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,0
2016-01-29,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,300
2016-02-01,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,0
2016-02-02,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,0
2016-02-03,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,300
2016-02-04,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,0
2016-02-05,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,0
2016-02-08,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,100
2016-02-09,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,0
2016-02-10,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,0
2016-02-11,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,200
2016-02-12,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,0
2016-02-16,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,0
2016-02-17,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,200
2016-02-18,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,0
2016-02-19,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,4.369999885559082,0
2016-02-22,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,300
2016-02-23,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,0
2016-02-24,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,0
2016-02-25,4.389999866485596,4.389999866485596,4.389999866485596,4.389999866485596,4.389999866485596,500
2016-02-26,4.389999866485596,4.389999866485596,4.389999866485596,4.389999866485596,4.389999866485596,0
2016-02-29,4.389999866485596,4.389999866485596,4.389999866485596,4.389999866485596,4.389999866485596,0
2016-03-01,4.360000133514404,4.360000133514404,4.360000133514404,4.360000133514404,4.360000133514404,300
2016-03-02,4.360000133514404,4.360000133514404,4.360000133514404,4.360000133514404,4.360000133514404,0
2016-03-03,4.360000133514404,4.360000133514404,4.360000133514404,4.360000133514404,4.360000133514404,0
2016-03-04,4.380000114440918,4.380000114440918,4.380000114440918,4.380000114440918,4.380000114440918,300
2016-03-07,4.380000114440918,4.380000114440918,4.380000114440918,4.380000114440918,4.380000114440918,0
2016-03-08,4.380000114440918,4.380000114440918,4.380000114440918,4.380000114440918,4.380000114440918,0
2016-03-09,4.420000076293945,4.420000076293945,4.420000076293945,4.420000076293945,4.420000076293945,400
2016-03-10,4.420000076293945,4.420000076293945,4.420000076293945,4.420000076293945,4.420000076293945,0
2016-03-11,4.420000076293945,4.420000076293945,4.420000076293945,4.420000076293945,4.420000076293945,0
